movie,rating,votes
Men in Black II,5.2,4801.0
Underworld,7.6,21346.0
Mad Max 2,7.6,4801.0
Serenity,5.5,15096.0
Gyeongiroun Somun,6.5,4801.0
Public Enemies,7.1,4801.0
Fast Five,5.4,22378.0
Big Hero 6,8.0,106.0
Grand Theft Auto V,6.5,4801.0
Kong: Skull Island,7.9,21477.0
Teen Titans,6.6,24890.0
Long ma jing shen,6.5,4801.0
Rango,6.5,4801.0
Dark Phoenix,7.5,40522.0
The Last Boy Scout,7.4,61689.0
Superman Returns,6.5,4801.0
Raya and the Last Dragon,6.5,4801.0
The Bourne Legacy,6.5,4801.0
Thor: The Dark World,5.6,4801.0
For Your Eyes Only,6.2,4801.0
Gadar 2,7.0,4801.0
Farscape,7.6,4801.0
Chronicle,7.8,4801.0
Ragnarok,8.1,8503.0
RetfÃ¦rdighedens ryttere,7.0,4801.0
Quantum of Solace,7.3,4801.0
Falling Down,7.8,4801.0
The Old Guard,9.5,66800.0
Den of Thieves,6.6,4801.0
Maximum Overdrive,7.9,35602.0
Atomic Blonde,6.3,2793.0
Ang-ma-reul bo-at-da,7.2,4801.0
The Lord of the Rings: The War of the Rohirrim,5.7,4801.0
Hanna,7.0,4801.0
Dragonball Evolution,6.1,4801.0
White House Down,6.9,4801.0
Free Fire,7.3,4801.0
Outlaw King,6.6,4801.0
Creed II,6.8,4801.0
The A-Team,6.2,4801.0
Gemini Man,6.7,4801.0
X2,6.5,4801.0
The World Is Not Enough,8.3,38872.0
The Matrix Reloaded,7.0,4801.0
The Wild Wild West,7.5,40748.0
RED,7.5,56708.0
The New Mutants,6.6,4801.0
Furiosa,7.6,4801.0
Rise of the Planet of the Apes,6.7,175458.0
Akira,7.0,4801.0
Young Justice,5.4,4801.0
Agent Carter,6.7,4801.0
Logan Lucky,7.8,4801.0
Samaritan,6.8,4801.0
The Librarians,6.5,4801.0
The Mummy Returns,6.8,4801.0
Vertical Limit,2.5,4801.0
Infinite,6.3,4801.0
Jack Reacher: Never Go Back,6.3,4801.0
Kingdom II: Harukanaru Daichi e,6.9,76979.0
The Lego Batman Movie,7.1,4801.0
Nikita,7.5,40294.0
The Roundup: No Way Out,5.7,4801.0
Deja Vu,7.4,4801.0
Dragon Ball Super: Super Hero,6.4,4801.0
Perfect Addiction,7.2,4801.0
Spy x Family,8.1,5941.0
Charlie's Angels,7.0,4801.0
Red One,5.3,4801.0
22 Jump Street,6.5,4801.0
Deepwater Horizon,7.6,4801.0
Enola Holmes 2,8.0,4801.0
The Harder They Fall,8.6,43653.0
Day Shift,7.8,86796.0
Bungou Stray Dogs,7.0,4801.0
Army of Thieves,5.7,51371.0
Layer Cake,7.2,23954.0
The Expendables,6.4,4801.0
Into the Badlands,5.9,4801.0
Crank,5.5,56091.0
The Fate of the Furious,6.1,4801.0
PokÃ©mon: Detective Pikachu,6.5,743.0
Lightyear,7.3,4801.0
The Hunt for Red October,7.7,52749.0
The Family Man,6.6,1777.0
Warrior Nun,7.1,4801.0
The Winchesters,7.1,12585.0
Safe House,5.5,2167.0
Dredd,8.4,31020.0
Hellboy,5.6,4801.0
Fallen,6.5,4801.0
San Andreas,7.0,4801.0
Death Wish,7.1,4801.0
Ghost in the Shell,6.8,90181.0
AKA,6.6,67963.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.1,84710.0
Cloverfield,7.8,8066.0
12 Strong,6.4,83574.0
Now You See Me 2,7.3,4801.0
Kick-Ass 2,6.4,4801.0
The Quarry,7.9,48381.0
Patriot Games,6.9,4801.0
Furious 6,7.9,35954.0
Don't Breathe 2,6.6,4801.0
Spiderhead,6.5,4801.0
Bad Boys 4,6.1,4801.0
The Dukes of Hazzard,7.5,4801.0
Planet Terror,8.7,93255.0
The League of Extraordinary Gentlemen,8.3,8468.0
Jurassic Park III,7.0,53085.0
Gintama,6.3,8871.0
Teen Wolf: The Movie,6.7,4801.0
FBI: International,7.1,4801.0
The Nevers,5.2,4801.0
Atlantis: The Lost Empire,6.8,4801.0
Lockwood & Co.,7.0,4801.0
The Bourne Ultimatum,6.1,4801.0
Bad Boys,6.3,4801.0
Tomorrowland,6.3,4801.0
Demolition Man,6.6,10524.0
The Last Airbender,6.0,4801.0
Last Seen Alive,7.0,4801.0
Masters of the Universe,6.5,4801.0
Godzilla: King of the Monsters,6.4,4801.0
Men in Black: International,6.5,4801.0
Terminator Salvation,8.0,4415.0
Lethal Weapon 5,6.8,4801.0
Fate: The Winx Saga,7.0,4801.0
The Running Man,6.0,4801.0
Exodus: Gods and Kings,5.5,63021.0
Emancipation,6.5,4801.0
One Piece Film Red,7.1,14692.0
Mad Max Beyond Thunderdome,7.0,218109.0
Smokey and the Bandit,5.8,4801.0
Mandy,5.9,4801.0
Escape from New York,8.7,13338.0
G.I. Joe: Retaliation,5.6,12540.0
Romancing the Stone,6.5,5402.0
Gunpowder Milkshake,7.4,26395.0
Black Summer,6.9,4801.0
The Contractor,7.4,22433.0
Commando,8.0,4801.0
Everest,6.8,4801.0
Hercules,6.1,4801.0
Sonic Prime,6.4,4801.0
Godzilla x Kong: The New Empire,6.7,4801.0
300: Rise of an Empire,4.0,4801.0
Kickboxer,5.6,26458.0
Pain & Gain,5.3,4801.0
Team America: World Police,6.0,4801.0
Gekijouban Jujutsu Kaisen 0,5.6,4801.0
TMNT,6.5,4801.0
Dr. No,6.5,4801.0
Miss Congeniality,6.8,53373.0
Polite Society,6.7,4801.0
Retribution,6.0,4801.0
Covert Affairs,6.2,24200.0
A History of Violence,6.6,4801.0
Terminator: The Sarah Connor Chronicles,6.2,4801.0
Binsenjo,7.0,4801.0
Oegye+in 1bu,6.5,4801.0
Ant-Man and the Wasp,7.1,4801.0
Monster Hunter,5.7,4801.0
Shantaram,6.9,4801.0
Disenchantment,6.1,48404.0
True History of the Kelly Gang,6.6,32619.0
Rambo: First Blood Part II,6.5,4801.0
Mannix,5.8,25141.0
V,6.7,4801.0
Serbuan maut,7.1,4801.0
Geostorm,6.0,4801.0
End of Watch,7.3,1964.0
Marco Polo,7.8,39385.0
You Don't Mess with the Zohan,6.5,4801.0
Knowing,6.4,4801.0
The Sum of All Fears,6.2,4801.0
Independence Day: Resurgence,6.4,4801.0
Air Force One,6.7,4801.0
Open Range,6.4,4801.0
Strange World,5.8,4801.0
Machete,7.2,4801.0
Central Intelligence,7.8,4801.0
Bad Boys for Life,6.2,4801.0
Rush Hour 2,7.2,4801.0
Dragon Ball Super: Doragon bÃ´ru cho,6.3,4801.0
Joy Ride,6.7,5767.0
The Hitman's Bodyguard,6.5,4801.0
Mafia Mamma,7.3,30784.0
Bronson,7.4,4801.0
Die Another Day,7.6,61710.0
Dog Soldiers,8.4,23516.0
Real Steel,6.2,4016.0
Ben 10,7.0,4801.0
The Young Indiana Jones Chronicles,5.2,4801.0
Dirty Harry,7.4,13584.0
Haita de actiune,7.2,66689.0
We Can Be Heroes,6.0,12378.0
Love and Monsters,6.5,4801.0
Lou,7.4,3956.0
Final Fantasy XVI,7.3,13320.0
?ukur,7.6,4801.0
Equilibrium,5.3,4801.0
The Salvation,7.6,4801.0
Night Hunter,8.0,75792.0
Sharknado,5.6,4801.0
Last Action Hero,6.2,4801.0
Echo 3,6.4,4801.0
Six Days Seven Nights,5.2,4801.0
Willy's Wonderland,6.5,4801.0
Falling Skies,7.4,4801.0
The Dark Tower,5.7,41796.0
Dick Tracy,6.6,4801.0
Bloodsport,6.3,4801.0
The Great Wall,6.5,4801.0
The Gifted,6.7,4801.0
Dawn of the Planet of the Apes,7.0,9474.0
Rocky Balboa,6.4,4801.0
Enemy of the State,8.3,32841.0
Hunter Killer,6.6,4801.0
Bullitt,6.9,4801.0
Megamind,5.4,5769.0
Xena: Warrior Princess,7.0,4801.0
Hitman,6.1,4801.0
The Man in the Iron Mask,6.8,63368.0
Special OPS,7.1,4801.0
Gone in Sixty Seconds,7.4,24290.0
Seppuku,7.2,8346.0
Die Hard 2,7.7,4801.0
Trauma,5.0,926.0
Peppa Pig,4.7,16240.0
Predators,6.9,4801.0
The Guardian,6.1,30654.0
Rush Hour 3,9.0,859.0
The Iron Giant,7.5,17857.0
Kindergarten Cop,7.3,4801.0
We Were Soldiers,6.7,4801.0
The Book of Eli,6.5,4801.0
The Bodyguard,5.9,25286.0
The Mask of Zorro,3.3,51669.0
Unhinged,6.5,4801.0
Need for Speed,6.5,9444.0
Black Lotus,5.9,4801.0
Cowboy Bebop,5.5,33938.0
Per un pugno di dollari,7.1,91586.0
Skyscraper,5.6,4801.0
Six,6.2,4801.0
Ava,4.4,4801.0
Munich,6.8,4801.0
Extraordinary,5.9,4801.0
Last Man Standing,7.3,36611.0
Third Watch,7.6,4801.0
Firecreek,7.1,4801.0
Ronin,7.3,4801.0
Above Suspicion,6.6,4801.0
Superman IV: The Quest for Peace,7.4,4801.0
Grindhouse,7.3,4801.0
Never Back Down,6.7,46965.0
Gangster Squad,6.2,4801.0
Safe,6.5,4801.0
The Spy Who Loved Me,8.6,35595.0
The Core,5.7,4801.0
To Live and Die in L.A.,5.4,4801.0
Okja,6.5,4801.0
The Kingdom,8.6,62544.0
The Man from Toronto,7.1,4801.0
What Happened to Monday,4.9,2112.0
High Heat,6.3,5928.0
Green Lantern,5.3,4801.0
In from the Cold,6.4,4801.0
Gone,6.9,4801.0
Rambo,6.2,4801.0
The Man with the Golden Gun,8.1,4801.0
Bloody Daddy,6.2,4801.0
The Wraith,7.1,4801.0
Ran,6.8,4801.0
Mob Psycho 100,6.3,4801.0
Wyatt Earp,6.8,4801.0
xXx: Return of Xander Cage,6.0,4801.0
In the Shadow of the Moon,6.8,4801.0
PAW Patrol: The Movie,6.4,4801.0
The Transporter,4.2,1096.0
War for the Planet of the Apes,6.7,41936.0
Sleepy Hollow,7.9,4801.0
Call Her King,5.8,4801.0
Spartacus: Gods of the Arena,7.2,13368.0
How to Train Your Dragon: The Hidden World,5.4,4801.0
Austin Powers in Goldmember,7.6,40777.0
God of War: RagnarÃ¶k,7.5,4801.0
Southpaw,7.7,11617.0
Eagle Eye,6.4,4801.0
Maze Runner: The Death Cure,8.0,10946.0
Spy/Master,6.8,3872.0
Yakhanyeongung,7.2,4801.0
Johnny English,5.7,7757.0
Unknown,3.7,4801.0
Moonraker,7.5,4801.0
Ash vs Evil Dead,6.5,4801.0
Journey to the Center of the Earth,6.7,4801.0
30 Days of Night,6.5,4801.0
North by Northwest,7.0,4801.0
Days of Thunder,5.5,4801.0
Angel Has Fallen,7.3,4801.0
Alexander,7.3,127748.0
The Scorpion King,7.0,4801.0
Live Free or Die Hard,5.7,4801.0
Wayne,5.8,55389.0
Undercover,6.8,129483.0
Only the Brave,5.3,4801.0
U.S. Marshals,4.8,2083.0
Dirk Gently's Holistic Detective Agency,5.5,4801.0
Hollow Man,6.3,8953.0
Mauseu,5.9,4801.0
Snakes on a Plane,7.0,4801.0
Teen Titans Go!,6.7,4801.0
Dante's Peak,6.7,16127.0
Zombieland: Double Tap,5.9,4801.0
Pacific Rim: Uprising,8.2,4801.0
Dragon Ball: Doragon bÃ´ru,8.6,39225.0
EntrevÃ­as,6.7,4801.0
Ghost Rider,5.2,4801.0
9,6.2,57162.0
The Last Starfighter,6.5,13678.0
Unstoppable,6.1,4801.0
Pandorum,6.8,4801.0
Batwoman,7.4,4801.0
Transformers One,7.3,62820.0
Stargirl,3.7,612.0
Flash Gordon,8.5,141838.0
Guns Akimbo,7.4,4801.0
Die Hart,6.2,4801.0
xXx,9.7,13911.0
Hansel & Gretel: Witch Hunters,7.3,4801.0
Reign of Fire,6.6,4801.0
The Expendables 3,6.2,4801.0
The French Connection,7.6,2866.0
Hit and Run,8.5,3537.0
Jack Ryan: Shadow Recruit,6.2,4801.0
King Arthur,6.8,4801.0
Insurgent,6.2,4801.0
Blacklight,8.4,77677.0
The Acolyte,5.8,4801.0
Desperado,6.6,4801.0
Blackhat,7.2,16731.0
Robin Hood,8.3,4801.0
Spooks,6.1,4801.0
As Good as Dead,6.4,4801.0
Daybreakers,5.6,4801.0
Twisters,5.5,4801.0
The Postman,7.1,4801.0
Britannia,8.4,17664.0
Lara Croft: Tomb Raider,7.8,27116.0
The Girl in the Spider's Web,7.6,4801.0
The Tourist,6.5,4801.0
Tomorrow Never Dies,8.2,54752.0
Goldfinger,5.8,4801.0
Rat Race,8.7,8581.0
Mighty Morphin Power Rangers,5.5,4801.0
KÃ´kaku kidÃ´tai,4.2,43921.0
Octopussy,5.5,23110.0
47 Ronin,6.0,4801.0
Conan the Destroyer,6.7,4801.0
Black Knight,5.6,4801.0
Mashle: Magic and Muscles,8.6,61857.0
The Foreigner,6.9,3940.0
Recoil,5.0,4801.0
Willow,5.3,4801.0
Security,7.0,4801.0
RocknRolla,6.7,4801.0
Small Soldiers,6.8,4801.0
The Misfits,6.7,4801.0
Prince of Persia: The Sands of Time,3.6,45444.0
Medieval,6.5,4801.0
Power Rangers,7.7,4801.0
Spy Kids,7.2,19816.0
Austin Powers: The Spy Who Shagged Me,6.5,59487.0
Zathura: A Space Adventure,6.3,65783.0
Shin Gojira,5.1,2129.0
Howard the Duck,5.8,4801.0
The 13th Warrior,6.1,4801.0
Gojira -1.0,6.2,4801.0
Torchwood,6.1,4801.0
Bait,7.7,4801.0
AVP: Alien vs. Predator,7.0,10249.0
Hancock,6.2,4801.0
Sin City: A Dame to Kill For,6.3,4801.0
Wo hu cang long,6.2,4801.0
Lethal Weapon 2,4.8,4801.0
The Childe,6.5,4801.0
Anaconda,7.1,4801.0
The Thundermans,5.4,4801.0
Krull,6.6,4801.0
No Escape,8.3,17341.0
Titanic II,5.5,262.0
The Matrix Revolutions,6.4,4801.0
Jumper,6.5,4801.0
Code Geass: Hangyaku no Lelouch,6.2,23413.0
Rambo: Last Blood,6.1,4801.0
Species,6.9,17116.0
SAS: Red Notice,5.7,4801.0
Condor,6.1,4801.0
Airport,7.0,19110.0
Awake,6.5,4801.0
Viola come il mare,7.7,4801.0
Thunderball,6.4,4801.0
Sherlock Holmes 3,6.5,24003.0
The Chronicles of Narnia: Prince Caspian,7.9,4801.0
The Bad Batch,6.5,4801.0
George of the Jungle,6.2,4801.0
Unlocked,5.9,4801.0
Utopia,6.4,5903.0
Batoru rowaiaru,7.6,2524.0
Crocodile Dundee,7.0,4801.0
The Rocketeer,5.1,4801.0
The Beastmaster,5.2,5722.0
The 5th Wave,7.2,4801.0
Savages,5.7,20707.0
Riddick,7.2,4801.0
Outlander,6.2,4801.0
Avatar 3,4.4,11826.0
Sonic the Hedgehog 3,6.6,4801.0
Adventure Time: Fionna & Cake,5.9,10990.0
Descendants 3,5.9,4801.0
In the Land of Saints and Sinners,5.6,4801.0
Adrift,6.6,4801.0
The Long Kiss Goodnight,6.2,4801.0
Steven Universe,6.8,4801.0
Red Dawn,4.7,4801.0
Journey 2: The Mysterious Island,6.6,4801.0
How to Train Your Dragon 2,6.5,4801.0
Allied,7.7,42365.0
Sherlock Holmes: A Game of Shadows,5.2,18745.0
Maze Runner: The Scorch Trials,5.6,4801.0
A Good Day to Die Hard,6.4,4801.0
The Mortal Instruments: City of Bones,6.5,4801.0
Snake Eyes: G.I. Joe Origins,7.9,4801.0
The Mummy: Tomb of the Dragon Emperor,7.2,4801.0
Mortal Kombat 1,7.4,906.0
The Cannonball Run,4.9,4801.0
Blade II,5.7,6416.0
Transporter 2,6.1,4801.0
Constantine 2,6.7,4801.0
Total Drama Island,1.6,12390.0
Kung Fu Panda 4,6.7,4801.0
I Am Number Four,8.4,45365.0
This Means War,6.1,4801.0
Freebie and the Bean,8.6,49264.0
The Last Stand,9.2,25945.0
The Lego Movie 2: The Second Part,8.7,74168.0
Assassin's Creed,6.1,4801.0
Colombiana,5.8,4801.0
Super,5.2,20155.0
Barb Wire,7.7,16824.0
News of the World,6.6,4801.0
Resident Evil: Vendetta,4.9,24384.0
Barbarians,6.8,1345.0
The Living Daylights,6.9,4801.0
The Time Machine,6.5,4801.0
Boss Level,6.5,4801.0
Those Who Wish Me Dead,5.2,4801.0
Happy!,5.5,4801.0
Hot Shots!,6.3,37408.0
Dungeons & Dragons,6.7,14982.0
Logan's Run,7.6,189408.0
Kate,6.6,4801.0
R.I.P.D.,6.5,4801.0
Duel,6.2,4801.0
The Devil's Own,5.2,4801.0
Fast X: Part 2,6.4,4801.0
Cobra,6.4,4801.0
Silverado,6.2,4801.0
G.I. Jane,6.7,4801.0
Justice League x RWBY: Super Heroes and Huntsmen Part One,6.5,4801.0
Salt,6.5,4801.0
Street Fighter,6.5,4801.0
Kung fu,6.4,9555.0
Dokutaa Sutoon,6.5,4801.0
It's a Mad Mad Mad Mad World,6.6,4801.0
Cannes Confidential,6.8,4801.0
Night Train,8.2,37080.0
Revenge,6.3,4801.0
Parker,5.7,4801.0
Timeless,7.8,4801.0
Morgan,7.1,4801.0
The Chronicles of Riddick,7.4,4801.0
Inferno,6.3,4801.0
Without Remorse,5.7,32202.0
The Saint,5.2,4801.0
Priyotoma,5.8,4801.0
Kung Fu Panda 2,5.4,42494.0
Jessica Frost,5.2,4801.0
Attack the Block,6.5,4801.0
Lifeforce,6.2,4801.0
Johnny English Reborn,6.7,4801.0
Luke Cage,6.3,4801.0
DOA: Dead or Alive,7.3,12779.0
The Guns of Navarone,6.5,4801.0
Body of Lies,7.4,12890.0
The Interview,6.5,4801.0
Ghostbusters II,6.1,4801.0
The Karate Kid Part II,6.3,4801.0
Beverly Hills Cop: Axel Foley,6.6,3365.0
Angry Birds,6.3,4801.0
Maverick,6.6,4801.0
The ProtÃ©gÃ©,5.6,4801.0
From Russia with Love,6.4,4801.0
Pitch Black,6.7,4801.0
Mile 22,3.5,4801.0
Diabolical,6.8,92246.0
Nanatsu no taizai,6.2,14687.0
Cliffhanger,7.2,28835.0
Dirilis: Ertugrul,6.7,4801.0
Tears of the Sun,5.3,4801.0
The Darkest Minds,6.0,4801.0
Running Scared,7.8,11699.0
The Last of Us: Part II,6.8,74121.0
Pennyworth,6.0,66616.0
Spenser Confidential,8.1,41244.0
Army of the Dead: Lost Vegas,6.7,4801.0
Angels & Demons,3.6,4801.0
The Legend of Billie Jean,6.8,4801.0
Rurouni Kenshin: Meiji Kenkaku Romantan,6.2,66882.0
Dracula 2000,5.6,4801.0
Werewolf by Night,7.6,74912.0
Resident Evil: Infinite Darkness,6.2,4801.0
Kimetsu no Yaiba: Mugen Ressha-Hen,6.5,4801.0
Predator 2,5.8,4801.0
Sword Art Online,7.1,7878.0
Kingdom: Unmei no Hono,7.2,4801.0
National Treasure: Edge of History,6.0,4801.0
Ip Man,5.3,1297.0
Shark Night 3D,6.4,4801.0
Kill List,4.0,4801.0
Superman II,7.7,4801.0
Sacred Games,8.1,24296.0
Star Trek II: The Wrath of Khan,7.5,4801.0
Troll,4.8,333.0
Blood Work,3.6,937.0
NieR: Automata Ver 1.1a,6.4,4801.0
Bloodshot,6.2,4801.0
Crawl,7.6,45449.0
Mechanic: Resurrection,5.8,4801.0
The Outpost,6.6,4801.0
Flags of Our Fathers,6.2,4801.0
Dark Angel,5.8,61776.0
Lost Girl,7.5,5905.0
Boy Kills World,5.6,20330.0
Akinjeon,7.2,4801.0
Out of the Furnace,6.5,4801.0
2 Guns,6.7,4801.0
Peppermint,6.1,4801.0
Hardcore Henry,6.3,4801.0
Keeping Up with the Joneses,7.3,135843.0
Tokyo Ghoul,4.8,4801.0
The Glades,7.5,4801.0
Fairy Tail: FearÃ® teiru,7.0,4801.0
Live and Let Die,6.5,4801.0
The Adventures of Sharkboy and Lavagirl 3-D,6.6,4801.0
Wild Hogs,6.1,4801.0
Tae-yang-eui hoo-ye,6.5,4801.0
Cowboys & Aliens,6.3,4801.0
Superman III,7.0,4801.0
Justice League Unlimited,6.1,35452.0
"Run Silent, Run Deep",7.3,4801.0
Knightfall,7.0,4801.0
Friday Night Lights,6.1,4801.0
4: Rise of the Silver Surfer,6.9,14775.0
Thief,7.8,35376.0
Star Wars Jedi: Survivor,6.5,4801.0
The Mechanic,7.9,38665.0
Rookie Blue,6.6,4801.0
Ponniyin Selvan: Part Two,5.7,4801.0
The Net,7.3,4801.0
Battlefield Earth,8.7,38638.0
Chaos,7.9,17374.0
Licence to Kill,6.2,93735.0
2018,6.5,4801.0
Project Power,6.7,4801.0
The Forever Purge,6.6,4801.0
The Negotiator,8.4,333.0
Jungle,4.9,4801.0
The Expendables 2,7.2,63867.0
Diamonds Are Forever,5.3,4801.0
Yakusoku no Neverland,5.8,11831.0
The Adventures of Tintin,9.7,71988.0
Damsel,8.2,4801.0
Dangal,6.3,4801.0
Nerve,7.5,49402.0
The Croods,8.6,28.0
Blade: Trinity,5.7,11843.0
Chip 'n Dale: Rescue Rangers,8.0,229600.0
Dracula Untold,4.0,4801.0
Intrusion,6.4,4801.0
The Locksmith,6.8,4801.0
Wrath of the Titans,8.5,90609.0
Pride and Prejudice and Zombies,7.7,4801.0
Young Guns II,5.8,45623.0
Over the Top,6.4,4801.0
R.I.P.D. 2: Rise of the Damned,7.4,1018.0
Samurai Jack,5.7,4801.0
UFO,6.1,4801.0
Crimson Tide,5.7,4801.0
Speed Racer,6.8,37761.0
Rambo III,7.1,4801.0
Get Smart,7.3,33815.0
Chaos Walking,7.6,32287.0
Westworld,6.5,4801.0
Danger Force,6.9,4801.0
Escape Plan 2: Hades,6.7,4801.0
Allegiant,6.7,4801.0
Future Man,6.5,4801.0
Deliver Us from Evil,6.7,4801.0
Kung Fu Panda 3,5.9,4801.0
Bright,7.7,59454.0
Brahmastra Part One: Shiva,7.4,14334.0
Maurh,7.9,26422.0
Revolution,6.7,4801.0
Most Dangerous Game,3.7,4801.0
The Informer,5.8,4801.0
Beomjoidosi 2,8.2,19189.0
Freddy vs. Jason,6.0,4801.0
Monsters vs. Aliens,5.0,4801.0
Knight Rider,8.7,18482.0
Hodejegerne,7.3,12524.0
Miss Bala,6.8,21490.0
Catch-22,7.2,4801.0
Buck Rogers in the 25th Century,5.6,4801.0
Edison,7.4,4801.0
Doom,9.1,2758.0
Monster High,6.5,4801.0
Jack the Giant Slayer,7.7,18083.0
How It Ends,7.4,15792.0
Kung Fury: The Movie,6.0,4801.0
Z Nation,2.5,4801.0
Spawn,6.4,56442.0
Inhumans,6.6,4801.0
Race with the Devil,8.5,8112.0
Ironheart,6.0,94180.0
Spectral,6.9,4801.0
The Guardians of the Galaxy Holiday Special,5.4,4801.0
Dora and the Lost City of Gold,7.3,4801.0
Wild Wild West,6.7,60399.0
Sharpe,6.6,4801.0
Vampire Hunter D: Bloodlust,6.5,4801.0
Beomjoidosi,8.2,42854.0
AVPR: Aliens vs Predator - Requiem,7.3,4801.0
Death Race,6.5,4801.0
Cyberpunk 2077,8.3,4801.0
London Has Fallen,6.5,4801.0
Alex Rider,7.2,4801.0
The 355,8.4,33665.0
Meitantei Conan,5.8,4801.0
Ninjago: Masters of Spinjitzu,7.0,44484.0
Fool's Gold,6.2,4801.0
Lethal Weapon 4,5.3,19640.0
Into the Blue,4.8,1694.0
Wynonna Earp,5.7,4801.0
Star Wars: Visions,5.8,4801.0
No Way Out,6.5,4801.0
Streets of Fire,5.8,4801.0
Left Behind,4.6,4688.0
BÃ¸lgen,8.5,56843.0
The Electric State,7.9,3879.0
Shoresy,7.3,4801.0
Charlie's Angels: Full Throttle,6.1,4801.0
The Imperfects,5.8,4801.0
Bienvenidos a EdÃ©n,6.5,4801.0
Shanghai Knights,5.7,4801.0
Manyeo,6.9,4801.0
Resident Evil: Apocalypse,3.9,1838.0
Remington Steele,3.9,33817.0
"Saas, Bahu Aur Flamingo",7.0,15252.0
The Heat,5.7,4801.0
Dracula,7.7,27231.0
Skull Island,6.2,4801.0
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,7.1,4801.0
Walking Tall,6.3,196477.0
Escape Plan: The Extractors,5.6,109277.0
The Silencing,8.0,1342.0
The Wall,6.6,85022.0
The Spectacular Spider-Man,6.6,13591.0
Sanctuary,6.6,40088.0
Andromeda,7.0,4801.0
Bonnie and Clyde,5.7,4801.0
Zoolander 2,6.4,4801.0
Lake Placid,6.9,36252.0
Lola rennt,7.5,4801.0
Vis a vis,5.8,4801.0
Echo,7.7,19355.0
The Poseidon Adventure,6.9,9929.0
Elektra,7.2,17000.0
Mortal Kombat Legends: Cage Match,5.3,15813.0
Way Down,5.2,4801.0
Defiance,5.0,2142.0
The Pacifier,6.3,4801.0
Farang,5.0,55993.0
Self/less,6.5,4801.0
The Lone Ranger,6.7,38089.0
Interceptor,5.2,4801.0
Sand Castle,4.9,27976.0
Non-Stop,6.6,4801.0
The Spirit,5.3,6838.0
Scouts Guide to the Zombie Apocalypse,6.5,4801.0
Midnight in the Switchgrass,6.3,62268.0
6 Days,6.9,84311.0
Three Kings,6.1,4801.0
RoboCop 2,4.9,4801.0
Patriots Day,8.4,1846.0
Convicted Woman,7.6,4801.0
TÃ´kyÃ´ zankoku keisatsu,7.2,10596.0
Adipurush,4.6,4801.0
The Professionals,6.4,4801.0
Sahara,8.2,12248.0
Jupiter Ascending,6.0,4801.0
Jupiter's Legacy,5.9,4801.0
Copshop,7.5,15959.0
Revolver,5.6,33662.0
Bad Boys II,8.5,14318.0
Gumraah,7.5,6388.0
The Adventures of Young Indiana Jones,5.7,4801.0
From Paris with Love,6.6,4801.0
Shanghai Noon,5.9,4801.0
Congo,7.4,23987.0
Grand Theft Auto: San Andreas,7.0,22249.0
Le chant du loup,7.1,4801.0
Priest,6.7,4801.0
Eragon,3.1,4801.0
Beowulf,6.6,4801.0
End of Days,6.5,4801.0
Kurulus: Osman,8.5,5613.0
The Witcher: Nightmare of the Wolf,4.9,4801.0
Ninjago: Dragons Rising,6.5,7279.0
Justice League: The Flashpoint Paradox,5.6,6910.0
Takers,6.2,4801.0
Heon-teu,7.1,15590.0
Midnight Run,6.1,4801.0
The Last Witch Hunter,7.2,9452.0
Wiedzmin 3: Dziki Gon,7.8,8966.0
Meng long guo jiang,6.0,4801.0
RackaRacka,6.6,4801.0
KiseijÃ»: Sei no kakuritsu,6.8,50519.0
DuckTales,6.6,1541.0
The Next Three Days,7.3,7794.0
Big Mouth,6.3,4801.0
The VelociPastor,4.4,15843.0
Kisi Ka Bhai Kisi Ki Jaan,6.2,29008.0
The Six Million Dollar Man,6.2,4801.0
The Spiderwick Chronicles,8.4,17944.0
Colony,7.3,21983.0
Beruseruku,6.6,14385.0
Legend of the Seeker,7.7,117268.0
The Longest Day,4.7,4801.0
The Dirty Dozen,5.8,4801.0
Speed 2: Cruise Control,7.7,4801.0
Mystery Men,8.2,24345.0
"Game Over, Man!",6.5,4801.0
Sheroes,7.1,4801.0
Neugdaesanyang,4.7,4801.0
Force 10 from Navarone,6.5,4801.0
Busanhaeng 2: Bando,6.4,28595.0
A Most Violent Year,7.0,43758.0
Baldur's Gate III,5.6,4801.0
Made in Abyss,6.6,184.0
The Bastard Son & the Devil Himself,6.5,4801.0
Grimsby,6.4,4801.0
The Collector,4.6,26068.0
Overlord,6.3,25656.0
Under Siege,6.9,4801.0
Red Sonja,4.7,4801.0
Space Cowboys,6.3,4801.0
Kage no Jitsuryokusha ni Naritakute!,4.5,9237.0
?on Flux,6.2,23472.0
Behind Enemy Lines,7.1,4801.0
Tres metros sobre el cielo,5.8,4801.0
The Sorcerer's Apprentice,7.3,4801.0
The Loud House,6.0,233.0
3 Days to Kill,5.9,12334.0
You Only Live Twice,3.1,112377.0
"Shin seiki Evangelion GekijÃ´-ban: Air/Magokoro wo, kimi ni",7.3,4801.0
Letters from Iwo Jima,6.0,4801.0
Underworld: Blood Wars,5.3,4801.0
Rise of the Footsoldier: Vengeance,6.7,40138.0
Raw Deal,6.2,35287.0
Shadow in the Cloud,6.3,4801.0
High School DxD,6.6,4801.0
The Lost Symbol,6.4,4406.0
