movie,rating,votes
The Incredible Melting Man,5.8,1385.0
The Accursed,4.2,24756.0
Trinket Box,6.5,4951.0
The Deep Web: Murdershow,7.2,4801.0
Urban Legends: Final Cut,4.5,778.0
#No_Filter,9.2,17.0
Prophecy,6.5,4801.0
Cube 2: Hypercube,8.4,1578.0
Guinea Pig: GinÃ® piggu - Akuma no jikken,7.2,3090.0
The Jack in the Box,7.2,502.0
sxtape,7.1,9888.0
U.F.O. Abduction,7.6,229.0
Godless: The Eastfield Exorcism,8.2,101.0
Christmas Bloody Christmas,5.9,1148.0
Brainscan,7.4,5231.0
Come True,7.1,497.0
Crawlspace,7.5,757.0
Ticks,6.3,672.0
Ginger Snaps: Unleashed,5.7,3284.0
Cinderella's Curse,7.7,954.0
Honeydew,5.1,3416.0
Snow Falls,7.5,4461.0
Vampyres,9.2,59.0
Ash,7.3,21.0
The Initiation,8.1,2886.0
Canceled,6.5,4801.0
Les dÃ©moniaques,7.3,5829.0
The Block Island Sound,6.5,4801.0
Swing Low,7.8,245.0
Hell House LLC III: Lake of Fire,7.9,168.0
John and the Hole,7.1,1521.0
Black Mountain Side,7.5,749.0
Don't Hang Up,8.0,4294.0
Occhiali neri,6.9,8334.0
Devil's Due,7.3,3646.0
Hagazussa,6.5,4801.0
Distancia de rescate,7.1,1153.0
She Will,7.2,4801.0
Strangeland,7.5,4801.0
Antropophagus,7.8,477.0
Due occhi diabolici,7.2,5018.0
Terror Train,7.9,200.0
Ravenswood,9.1,2450.0
"Slugs, muerte viscosa",4.3,57.0
Trench 11,3.3,15379.0
Half Light,6.5,4801.0
Clownhouse,5.8,385.0
L'ultima orgia del III Reich,6.4,901.0
Mal de ojo,6.3,440.0
I Am the Pretty Thing That Lives in the House,5.9,9187.0
Je8ileui bam,7.0,3809.0
From the Dark,6.1,1701.0
Freddy's Nightmares,3.4,59.0
La casa sperduta nel parco,6.1,1170.0
Diabolique,7.6,2669.0
MÃ´jÃ»,7.3,578.0
Meander,7.1,1653.0
The Driller Killer,6.9,111.0
The Dunwich Horror,7.6,493.0
The Exorcist III: Legion,6.5,4801.0
Die Schlangengrube und das Pendel,5.8,189.0
Book of Blood,6.2,885.0
Terror at Tenkiller,7.0,831.0
Girl Next,6.4,947.0
The Haunting in Connecticut 2: Ghosts of Georgia,8.7,10.0
Greta - Haus ohne MÃ¤nner,8.1,65.0
Gannibal,5.0,160.0
Calvaire,5.8,4801.0
Robert,6.9,220.0
Piercing,6.3,885.0
Hello Mary Lou: Prom Night II,4.9,306.0
Rosso sangue,8.0,122.0
Devil's Workshop,7.2,194.0
Violation,6.7,618.0
Rakka,6.7,1121.0
13 Fanboy,6.4,604.0
Without Warning,6.6,312.0
My House,6.5,4801.0
The Devil's Rain,5.7,845.0
Dr. Jekyll and Mr. Hyde,6.6,319.0
The Blood on Satan's Claw,8.6,3451.0
Attack of the 50 Foot Woman,7.4,63.0
The Children,8.0,629.0
The Reflecting Skin,8.5,205.0
Macchie solari,6.8,1471.0
The Devil Inside,7.9,3084.0
Strange Invaders,6.9,2838.0
Vampire Circus,8.3,387.0
The Reincarnation of Peter Proud,6.0,1500.0
The Dark Half,7.4,8205.0
Clinical,7.0,4158.0
MisumisÃ´,5.6,4948.0
The Manor,5.8,4801.0
The Tingler,5.8,63.0
Dark Windows,2.0,149.0
Elevator Game,6.8,470.0
White Dog,4.5,625.0
Run! Bitch Run!,7.0,4801.0
Friday the 13th Vengeance 2: Bloodlines,5.4,606.0
Curtains,6.5,4801.0
Ghostwatch,7.3,215.0
Incubus,6.5,4801.0
Five Nights at Freddy's VHS,4.8,4801.0
Phantom of the Mall: Eric's Revenge,6.9,4801.0
DÃ¨moni 2... l'incubo ritorna,7.5,256.0
Abruptio,7.1,3188.0
Mirrors 2,7.3,147.0
The Disappointments Room,6.5,4801.0
ATM,7.3,1894.0
The Devil Rides Out,5.8,330.0
Tower of Terror,7.7,55.0
Definition of Fear,7.1,4801.0
The Plague of the Zombies,8.3,31.0
An Affair to Die For,7.3,35.0
Cabin Fever 2: Spring Fever,6.4,6.0
Jang-san-beom,7.2,2649.0
[Rec]Â³: GÃ©nesis,8.1,682.0
Red Rooms,6.6,703.0
Boogeyman 2,6.5,3502.0
We Harvest,4.9,1112.0
Il tuo vizio Ã¨ una stanza chiusa e solo io ne ho la chiave,6.1,482.0
The Nightcomers,4.7,3004.0
The Seventh Day,6.7,835.0
Autopsy,5.3,221.0
Nightmare Beach,4.4,2046.0
An American Haunting,6.2,1097.0
Goe-gi-maen-syon,5.2,1141.0
The Boy Behind the Door,5.1,274.0
A Savannah Haunting,5.8,577.0
Spell,7.1,510.0
The Tortured,7.1,67.0
BesÃ¶karna,8.4,41.0
Butchers,6.4,1843.0
Longlegs,7.5,37.0
Typewriter,6.5,4801.0
La nuit des traquÃ©es,7.3,2399.0
Joy Ride 2: Dead Ahead,6.5,1404.0
Kingdom of the Spiders,6.5,4801.0
Holes in the Sky: The Sean Miller Story,4.8,111.0
Howling II: Stirba - Werewolf Bitch,7.8,290.0
The Hills Run Red,7.9,84.0
Open Grave,6.6,885.0
We Are Still Here,7.7,1254.0
Laserblast,8.2,173.0
To the Devil a Daughter,7.2,11853.0
"Howdy, Neighbor!",7.1,1448.0
Bag of Bones,7.6,2410.0
The Pit and the Pendulum,6.4,449.0
Der Fluch der schwarzen Schwestern,7.6,444.0
Brothel,6.2,595.0
The Windmill Massacre,8.1,88.0
Don't Fuck in the Woods 2,7.5,3684.0
Nightmare Cinema,7.4,8627.0
Slumber,7.1,1006.0
New Normal,6.4,4801.0
The Manitou,6.1,1230.0
The Apparition,7.7,262.0
Kids vs. Aliens,6.6,606.0
[REC] 4: Apocalipsis,7.4,4801.0
Necronomicon,6.1,4019.0
Le notti del terrore,8.0,124.0
The Blackwell Ghost,6.0,9.0
Gwledd,6.6,1100.0
August Underground's Mordum,6.5,4801.0
La Piedad,7.0,1159.0
Thread: An Insidious Tale,8.6,104.0
Jack & Diane,8.8,518.0
Los ojos de Julia,6.5,4801.0
Gau ji,7.1,27.0
The Satanic Rites of Dracula,8.0,238.0
It Came from Beneath the Sea,5.6,5.0
The Sailor Who Fell from Grace with the Sea,8.0,130.0
Reipu zonbi: Lust of the dead,6.3,4801.0
Of Unknown Origin,6.5,4801.0
Ouija Shark,5.3,1332.0
MalasaÃ±a 32,5.3,213.0
Deliria,7.2,483.0
The Dark Pictures: Little Hope,5.9,4801.0
London After Midnight,7.1,699.0
Sacred Lies,7.5,88.0
Emelie,7.8,545.0
The Wicker Tree,6.5,553.0
La terza madre,8.8,1138.0
Â¡Tintorera!,6.7,514.0
Midsommer,3.0,161.0
13 Sherwood Avenue,6.2,4801.0
Gorgo,6.0,818.0
Most Haunted,7.1,272.0
Exploited,4.7,130.0
Blood Quantum,8.1,1231.0
Trucks,7.0,660.0
Teluh Darah,5.8,1284.0
The Shout,7.3,219.0
In Their Skin,6.5,4801.0
A Southern Haunting,4.7,1045.0
The Big Shave,6.8,8393.0
L'ultimo squalo,7.4,540.0
Stephanie,6.9,2613.0
Philosophy of a Knife,4.2,663.0
The Barn Part II,8.5,307.0
Slow Torture Puke Chamber,7.2,135.0
Doppelganger,7.2,302.0
Dabbe: Zehr-i Cin,6.1,505.0
Vargtimmen,6.5,4801.0
Aseq,6.5,4801.0
He Knows You're Alone,5.8,4519.0
The Last Battleship,6.7,2891.0
The Toybox,8.0,1278.0
Charlie Charlie,6.5,4801.0
Seance,6.0,5.0
What Keeps You Alive,7.5,113.0
Girl at the Window,7.0,69.0
Casa privata per le SS,4.8,767.0
The Shrouds,6.3,2434.0
Rage - Furia primitiva,7.3,2446.0
Tutti i colori del buio,7.8,172.0
The Banishing,7.5,860.0
My Little Eye,7.3,97.0
Alien: Covenant - Prologue: The Crossing,5.6,2911.0
The Prey,6.3,157.0
Apartment 7A,8.5,1569.0
Le frisson des vampires,5.7,354.0
Jug Face,8.1,724.0
Evils of the Night,7.6,757.0
Flesh for Frankenstein,6.7,2921.0
The Free Fall,8.0,464.0
The Boogens,6.1,881.0
The Walking Dead: Hexagone,5.1,1158.0
Shark Waters,3.9,281.0
Chakushin ari,6.5,1644.0
Children of the Corn II: The Final Sacrifice,5.7,398.0
The Beast Within,8.8,31.0
"Arthur, malÃ©diction",5.9,202.0
Thanatomorphose,6.5,15.0
The Burrowers,7.6,3215.0
The Gallows,6.9,993.0
Nomads,8.0,914.0
Aged,6.7,1488.0
The Kindred,7.1,382.0
Elevator,7.9,193.0
The Legend of Boggy Creek,6.7,483.0
Deranged,7.0,4801.0
Link,7.5,1088.0
La nuÃ©e,6.8,4801.0
Caddo,5.9,728.0
Dracula III: Legacy,5.6,324.0
The Hopewell Haunting,5.7,86.0
Ne te retourne pas,7.0,1786.0
After Midnight,5.6,82.0
Creature from Black Lake,7.3,2524.0
Hellraiser: Revelations,6.9,907.0
White of the Eye,7.4,1171.0
Nightbeast,6.5,164.0
Demon Wind,7.2,246.0
Girl on the Third Floor,7.5,39.0
Medusa's Venom,7.0,1414.0
Bloody Birthday,7.8,681.0
Hidayah,6.6,1118.0
Strait-Jacket,6.1,4801.0
Mary Cherry Chua,6.9,2152.0
Tanin no kao,5.5,22.0
Siccin 2,7.6,271.0
The Giant Spider Invasion,6.6,2130.0
Student Body,6.3,304.0
The Vatican Tapes,6.2,917.0
Uninvited,7.7,112.0
They Talk,7.8,217.0
Josie Jane: Kill the Babysitter,6.2,15.0
"Die, My Love",7.1,321.0
Ostermontag,6.4,244.0
Etheria Film Night 2023,7.2,665.0
Banshee Chapter,6.5,4801.0
The Mime,7.6,785.0
I Am Not a Serial Killer,6.6,328.0
Werewolf,3.7,678.0
Verotika,5.7,138.0
My Soul to Take,5.4,205.0
Frankenstein's Army,6.8,2876.0
Bloody Bites,6.7,1168.0
Tras el cristal,6.6,580.0
House of Usher,6.5,4801.0
Altered Perceptions,6.6,1278.0
Bulbbul,7.7,4801.0
A Dream House,8.6,356.0
Virus-32,5.1,109.0
LÃ¨vres de sang,6.9,346.0
Area 51,5.8,1157.0
Wolf Mountain,6.3,258.0
The Spiral Staircase,6.4,3019.0
They Found Us,8.2,1435.0
The Amityville Curse,6.5,211.0
Candyman: Farewell to the Flesh,7.1,329.0
Trap,6.5,94.0
Los Enviados,8.3,500.0
Bury the Bride,5.8,956.0
House of 9,5.5,117.0
Dabbe: Cin ?arpmasi,6.3,288.0
The Little Stranger,6.3,2506.0
Phoenix Forgotten,5.9,1301.0
La vampire nue,7.5,96.0
Brain Dead,6.0,122.0
Shookum Hills,7.4,537.0
Nine Miles Down,8.2,1210.0
Snuff 102,7.2,94.0
Dread,7.7,3278.0
I'll Always Know What You Did Last Summer,6.5,4801.0
Rent-a-Pal,6.5,630.0
Spiral,6.7,4801.0
Held,5.4,14.0
Devil's Island,7.6,1386.0
Omen IV: The Awakening,7.4,2693.0
A Banquet,7.3,326.0
El incidente,6.3,377.0
Suor Omicidi,7.8,2573.0
Stranger in Our House,7.3,3579.0
All Hallows' Eve 2,6.7,681.0
Darkness,6.8,170.0
Red Dot,6.5,4801.0
The Georgetown Project,6.6,388.0
Hand of Death,6.6,622.0
Cosa avete fatto a Solange?,8.5,190.0
Alien: Covenant - Advent,5.0,4801.0
The Possession of Michael King,8.4,359.0
Murderock - Uccide a passo di danza,6.5,4801.0
Incubo sulla citt? contaminata,7.3,647.0
Little Joe,6.1,1825.0
Joy Ride 3: Road Kill,6.6,4801.0
It Stains the Sands Red,6.3,341.0
The Haunted Palace,7.7,937.0
Garden of Hedon,6.4,917.0
Dante's Cove,7.5,2488.0
Mine Games,7.0,1687.0
Witchfinder General,8.5,409.0
Vanishing on 7th Street,8.1,93.0
Heart of Midnight,6.1,321.0
True Haunting,6.5,4801.0
Raven's Hollow,6.3,1137.0
The Last Thing Mary Saw,7.3,860.0
Fear the Walking Dead: Passage,7.7,2917.0
Bite,6.5,4801.0
Family Dinner,6.1,149.0
Deathwatch,6.5,4801.0
The Onania Club,6.5,4801.0
Blurr,6.0,217.0
Dracula A.D. 1972,6.0,1373.0
Ju-on: Origins,6.5,4801.0
Ryad 19,7.3,554.0
Son: The Guest,9.6,45.0
There Was a Little Girl,8.3,463.0
House of Inequity,4.9,1019.0
Repulse,6.2,276.0
Cabin Fever: Patient Zero,6.5,4801.0
Silent Hill 2,7.1,2174.0
Malicious,6.7,58.0
Blood from the Mummy's Tomb,6.5,800.0
The Curse of the Werewolf,8.2,437.0
Monster Party,7.6,175.0
Wolf Hollow,6.6,1308.0
Amulet,7.8,192.0
Pay the Ghost,7.7,8.0
FrÃ¡giles,7.2,435.0
Devil Beneath,7.6,206.0
Head Count,6.3,832.0
Phobias,5.2,488.0
Shark Lake,6.8,4801.0
Dead City,8.0,61.0
The Puppet Masters,8.2,730.0
Jeruzalem,7.1,175.0
"Ilsa, Harem Keeper of the Oil Sheiks",6.8,1640.0
Let Us Prey,7.6,41.0
They Listen,7.0,615.0
Here Alone,6.5,2506.0
Time's Up,7.6,325.0
Something Wicked,4.0,44.0
Rest Stop,6.3,465.0
The Deep Ones,7.2,276.0
Tabula Rasa,6.9,440.0
Creepypasta,6.5,387.0
The Jack in the Box: Awakening,6.5,4801.0
Sam gang 2,6.1,1003.0
Weapons,6.4,398.0
Nightmare Weekend,8.4,33.0
The Invisible Man Returns,6.5,968.0
The Devil Comes at Night,5.4,318.0
Quarantine 2: Terminal,5.4,7245.0
Murder-Set-Pieces,6.0,237.0
Hellraiser: Hellseeker,6.2,59.0
Two Thousand Maniacs!,6.3,7.0
Le calendrier,7.1,913.0
Dementia 13,5.6,1897.0
Torn Hearts,5.8,1240.0
Dylan's New Nightmare: An Elm Street Fan Film,6.5,4801.0
Tell Me How I Die,3.7,1196.0
Two Witches,6.5,4801.0
Veneciafrenia,8.1,1523.0
D@bbe,6.5,4801.0
Eloise,8.4,105.0
Slapface,6.5,502.0
ExposÃ©,6.5,4801.0
Attack of the Crab Monsters,8.9,327.0
La notte che Evelyn uscÃ¬ dalla tomba,8.9,374.0
Aileen Wuornos: American Boogeywoman,6.5,4801.0
The Quiet Ones,6.2,500.0
ViolaciÃ³n fatal,7.2,291.0
The Curse of Frankenstein,6.0,250.0
Horror in the High Desert 2: Minerva,7.6,328.0
La residencia,6.5,213.0
Halloween: Season of the Boogeyman,5.3,3281.0
Debbie Does Demons,8.1,223.0
"You Die: Get the App, Then Die",8.0,623.0
No Escape Room,6.3,349.0
The Erotic Ghost,5.6,701.0
Ginger Snaps Back: The Beginning,5.8,46.0
Un couteau dans le coeur,7.3,476.0
My Animal,7.9,267.0
Don't Go to Sleep,6.8,4801.0
Killer Under the Bed,6.6,526.0
Phantom of the Opera,8.2,8.0
Carnosaur,6.6,277.0
The 9th Circle,6.3,937.0
The Haunted Museum,6.3,621.0
The Hills Have Eyes Part II,8.3,19.0
Cabin by the Lake,6.1,1960.0
Virgin Witch,9.3,2675.0
Nekromantik 2,8.9,13.0
Among the Shadows,7.3,2976.0
The Quatermass Xperiment,7.1,119.0
Silent Madness,7.9,20.0
The Broken,6.9,2574.0
Sebelum Iblis Menjemput,6.5,69.0
The Lodgers,9.1,83.0
XX,3.8,94.0
Les dÃ©mons,6.6,4801.0
Stepfather II,7.5,3916.0
Forest of Death,5.3,198.0
Assimilate,7.0,3262.0
Exhibit #8,7.0,4801.0
La bestia in calore,7.8,1670.0
Crypt of Evil,5.8,202.0
The Wasp Woman,7.6,11.0
Children of the Corn III: Urban Harvest,7.0,47.0
No Smoking,3.6,79.0
Curse II: The Bite,7.1,233.0
Devil's Gate,7.2,4801.0
Let's Scare Jessica to Death,6.2,873.0
Island of Death,8.2,162.0
Bats,3.5,2514.0
Carnifex,6.5,4801.0
Dark Haven,5.1,572.0
Il gatto a nove code,7.0,436.0
The Finale,6.7,835.0
Horrorscope,6.5,4801.0
Curse of the Crimson Altar,6.6,1269.0
Darlin',6.5,555.0
Trap House,8.8,4752.0
The Secret of Crickley Hall,7.5,2597.0
Berberian Sound Studio,8.0,2030.0
Tell Me Your Name,4.4,1395.0
The Video Dead,7.5,37.0
The Unknown,5.9,1033.0
The Addiction,7.7,729.0
The Ones You Didn't Burn,7.0,1335.0
Mortuary,7.5,212.0
Ripper's Revenge,7.8,125.0
Marry F*** Kill,6.6,781.0
Breeding Farm,6.0,236.0
Sette note in nero,4.5,1055.0
The Legend of La Llorona,6.2,153.0
First Man Into Space,5.3,427.0
Untitled M. Night Shyamalan Project,8.2,395.0
La morte vivante,6.7,4801.0
The Horror Show,6.6,92.0
Evilspeak,6.2,262.0
Emanuelle e FranÃ§oise (Le sorelline),6.3,2424.0
Eye of the Cat,8.2,94.0
Do Not Reply,6.7,2075.0
Medusa: Queen of the Serpents,8.4,1874.0
Five Nights ro Freddy's,6.9,2481.0
Wolf Lake,6.5,4801.0
Blood Feast,9.0,68.0
The Vault of Horror,7.3,1882.0
The Cured,6.4,237.0
The Blue Elephant,5.0,934.0
Bambi: The Reckoning,6.5,4801.0
A Night of Horror: Nightmare Radio,6.5,4801.0
Laid to Rest,6.9,2351.0
Somewhere in Dreamland,6.1,183.0
The City of the Dead,6.4,850.0
La bestia uccide a sangue freddo,4.9,351.0
Die SÃ¤ge des Todes,9.2,5.0
The Dead Center,6.3,460.0
La comtesse noire,7.6,149.0
Karungaapiyam,6.3,248.0
Frankenstein: The True Story,7.1,2488.0
CarousHELL,6.4,772.0
Trog,7.7,750.0
The Helpers,7.7,402.0
Shock Waves,7.3,4801.0
Lisa e il diavolo,7.5,455.0
Breeder,8.5,239.0
The Last Exorcism Part II,6.6,390.0
I vizi morbosi di una governante,6.7,189.0
The Canal,6.6,708.0
Look What's Happened to Rosemary's Baby,7.6,1756.0
Count Dracula,6.6,4801.0
Delirio caldo,6.5,4801.0
Devil in the Flesh,7.3,120.0
Doctor Jekyll,6.7,861.0
Byvshaya,7.0,4801.0
Lovers Lane,6.6,4801.0
Requiem pour un vampire,3.1,4801.0
La novia ensangrentada,7.7,5102.0
Attack of the Meth Gator,6.4,127.0
100 Feet,6.5,4801.0
The Flesh and Blood Show,6.6,3495.0
Buio Omega,7.3,1041.0
From the Depths,6.0,610.0
The Grudge 3,6.1,393.0
The Mangler,7.1,2835.0
Creepozoids,6.8,1204.0
Schock,8.9,452.0
Decoys,6.5,4801.0
La niÃ±a de la comuniÃ³n,7.5,26.0
Countess Dracula,5.3,4801.0
Capra cu trei iezi,6.4,1714.0
Solstice,8.6,394.0
The Purge: Survival,6.3,829.0
Schizoid,3.9,396.0
The Devil's Doorway,5.8,531.0
Ratu Ilmu Hitam,6.6,35.0
"Dracula, Prince of Darkness",5.1,276.0
Witchboard 2: The Devil's Doorway,6.5,1028.0
Little Match Girl,6.9,205.0
The Mephisto Waltz,9.4,1237.0
"Silent Night, Deadly Night 2",6.9,538.0
Alien Abduction: Incident in Lake County,5.4,2945.0
V/H/S Viral,7.1,407.0
It's A Wonderful Knife,6.4,344.0
Amer,5.8,1423.0
New Religion,8.3,601.0
Pin,7.9,5883.0
Don't Look at the Demon,6.2,4801.0
Casa d'appuntamento,8.1,205.0
Aenigma,6.9,123.0
All I Need,6.0,415.0
The Objective,5.9,1440.0
Girls Nite Out,7.4,988.0
Satanic Hispanics,8.1,1188.0
ShiryÃ´ no wana,7.3,4801.0
Unearth,7.2,1739.0
Rest Stop: Don't Look Back,7.9,222.0
Ai no bÃ´rei,7.6,2418.0
The Bat,5.5,253.0
Contracted: Phase II,5.5,264.0
Imaginary,5.9,1478.0
I Drink Your Blood,8.4,659.0
Dracula Reborn,6.5,428.0
Martyrs Lane,6.0,774.0
Sangue per Dracula,5.7,428.0
Rabbit,4.1,160.0
La bimba di Satana,7.6,2169.0
La tarantola dal ventre nero,5.6,51.0
White Zombie,5.5,45.0
Mystery of the Wax Museum,7.7,104.0
Kristy,7.1,5036.0
Freddy vs. Jason 2,7.6,43.0
The Stairs,6.5,1491.0
He's Watching,6.4,5066.0
Stranger,8.3,320.0
Massacre at Central High,4.9,561.0
Zygote,5.2,271.0
Diabel,7.0,1412.0
The Shrine,7.2,456.0
The Whispers,5.8,241.0
The Giant Gila Monster,5.9,4801.0
Ares,8.4,586.0
Hunting Souls,6.6,4801.0
Muck,4.8,86.0
Girls Against Boys,6.5,4801.0
Bite Size Halloween,6.5,4801.0
Smiley Face Killers,7.2,107.0
Koi no tsumi,7.2,1693.0
Headless,6.9,825.0
Late Phases,6.9,146.0
The Creeping Terror,6.4,249.0
The Haunting of Molly Hartley,8.1,42.0
La influencia,7.6,14.0
Images,5.9,1640.0
Eerie,6.9,553.0
Babysitter Massacre,5.6,729.0
The Blood Beast Terror,6.2,296.0
Possibly in Michigan,5.6,4801.0
Lizzie Borden's Revenge,6.6,139.0
One Dark Night,7.1,120.0
Amityville 1992: It's About Time,4.4,180.0
Scars of Dracula,5.4,438.0
Pillow Party Massacre,6.6,709.0
Sie tÃ¶tete in Ekstase,6.5,693.0
Son of Frankenstein,7.2,720.0
The Witch in the Window,6.5,1156.0
Don't Panic,6.1,4801.0
The Caller,7.7,2991.0
ReGOREgitated Sacrifice,8.2,376.0
Camping del terrore,7.3,2243.0
Something Evil,7.0,91.0
The Shadow of the Cat,6.9,2615.0
Eyes of Fire,6.0,51.0
Summoning the Spirit,9.4,20.0
Chi sei?,7.1,381.0
Frankenstein Unbound,7.6,1466.0
Birdemic 2: The Resurrection,7.0,1031.0
Bodom,5.3,447.0
Satan's Slave,7.4,102.0
La figlia di Frankenstein,7.3,1060.0
Queen of Bones,9.2,2541.0
Candyman: Day of the Dead,7.1,1191.0
The Walking Dead: The Game - Season 2,6.5,4801.0
Dorian,6.9,1269.0
Nosferatu a Venezia,5.0,90.0
Hungry Wives,7.9,155.0
Satanico Pandemonium: La Sexorcista,7.0,24.0
Immaculate,9.0,23.0
The Exorcism of Molly Hartley,7.5,4801.0
Black Roses,8.0,187.0
The Deliverance,6.9,4400.0
The Friendship Game,6.6,245.0
Dr. Terror's House of Horrors,5.8,4801.0
Rupintojelis,6.4,799.0
YellowBrickRoad,5.4,242.0
Day of the Animals,8.6,1108.0
The Unheard,8.0,11.0
Stalker's Prey 2,4.9,344.0
Seytan,5.7,1903.0
Vampire: The Masquerade: L.A. By Night,6.5,4801.0
Singapore sling: O anthropos pou agapise ena ptoma,6.0,104.0
Mais ne nous dÃ©livrez pas du mal,8.1,89.0
Cello,6.5,325.0
Amish Witches: The True Story of Holmes County,6.3,144.0
Human Zoo,5.5,704.0
Visiting Hours,7.5,703.0
Ripper Untold,7.0,876.0
Vicious Lips,7.3,901.0
Night Screams,6.5,4801.0
Neon Maniacs,7.0,4801.0
De lift,6.6,645.0
Le orme,7.2,1302.0
Night of the Eagle,8.0,102.0
House of Whipcord,4.2,492.0
Hypochondriac,8.1,608.0
The Deadly Spawn,6.4,563.0
Berserk,7.3,2209.0
Magic Magic,6.9,3419.0
Bloodride,2.2,35.0
Forget Me Not,6.7,57.0
Big Bad Wolves,7.3,538.0
Curse of the Blair Witch,6.8,113.0
La noche de Walpurgis,7.1,358.0
V/H/S/85,6.5,4801.0
El canÃ­bal,7.5,1006.0
Catacombs,7.7,3711.0
Boogeyman 3,4.9,215.0
Quella villa in fondo al parco,6.1,1128.0
Dr Jekyll & Sister Hyde,6.5,4801.0
Doll Fluids,6.6,193.0
Ouija House,7.0,30.0
Blood Rage,6.3,1099.0
Deinfluencer,6.9,1593.0
August Underground's Penance,9.7,22.0
Sadako DX,5.7,325.0
The Basement,6.3,290.0
Doki Doki Literature Club!,6.7,139.0
They Wait in the Dark,7.6,79.0
Viejos,8.4,516.0
Moontrap,7.7,168.0
Demon Nun,8.2,1439.0
Snowbeast,6.2,871.0
The Mount,5.4,7.0
Art of the Dead,7.2,1369.0
Riding the Bullet,4.2,640.0
Alligator II: The Mutation,6.0,287.0
Always Watching: A Marble Hornets Story,7.2,615.0
Eyes of a Stranger,6.1,580.0
Tommyknockers,6.5,4801.0
Parasite,7.4,284.0
Depraved,5.5,255.0
Dust Devil,6.9,877.0
Dreams of Darkness,7.5,1797.0
Forbannelsen,6.5,4801.0
Gojira no gyakushÃ»,8.0,361.0
Nevesta,6.5,4801.0
The Wizard of Gore,5.5,41.0
Companion,8.7,333.0
The Lottery,8.1,222.0
The Last Rite,5.6,417.0
Sator,6.5,4801.0
Mercy Falls,7.0,771.0
Ogsuyeog gwisin,7.2,4801.0
Island of Terror,5.8,1134.0
La casa dalle finestre che ridono,8.2,235.0
7Seeds,7.0,1130.0
Strandvaskaren,6.5,692.0
Mary Reilly,6.5,4801.0
Anatomie,8.2,745.0
The Abode,9.1,67.0
Wolf Garden,7.0,824.0
Tower of Evil,8.0,1952.0
The Spell,5.5,778.0
Killdozer,8.4,4173.0
Al filo del hacha,7.4,77.0
My Heart Can't Beat Unless You Tell It To,6.8,308.0
Timber Falls,2.7,190.0
Chatroom,6.0,4801.0
Al tropico del cancro,6.6,163.0
Svalta,6.6,667.0
Bangbeob: Jaechaui,5.8,35.0
The Burning Girls,8.2,701.0
The Brain That Wouldn't Die,7.2,960.0
Bad Dreams,4.4,3274.0
Howling IV: The Original Nightmare,5.1,432.0
At the Mountains of Madness,5.7,310.0
Boarding School,6.2,479.0
The Haunting of Hell Hole Mine,7.7,214.0
The Black String,7.6,120.0
Strip Club Massacre,6.8,1568.0
Devil Dog: The Hound of Hell,8.9,2792.0
Whoever Slew Auntie Roo?,9.0,21.0
Kill Game,6.2,24.0
Dark Cloud,6.4,885.0
The Curse of Robert the Doll,7.0,70.0
Night Shadows,6.7,114.0
Hellraiser: Deader,4.6,152.0
Lost Souls,7.5,100.0
Nightmares,4.9,118.0
Schizo,7.8,278.0
Sorority House Massacre,6.2,81.0
The Ghosts of Monday,6.5,4801.0
Dracula 3000,6.5,4801.0
Project Legion,7.0,3256.0
?volution,3.5,118.0
The Last Winter,6.7,2342.0
Creep 3,6.4,86.0
When a Stranger Calls Back,7.6,438.0
Teenage Zombies,4.4,423.0
"Alucarda, la hija de las tinieblas",6.3,171.0
Indigenous,7.4,131.0
Awoken,5.4,44.0
Snuff,7.1,4801.0
The Dentist 2,7.5,1478.0
Spiders,7.2,823.0
Containment,6.1,4801.0
Mum & Dad,5.1,213.0
Bloody Mary 3D,5.5,1351.0
Bad Match,7.6,1304.0
Penance Lane,7.5,173.0
Someone's Watching Me!,8.0,73.0
Grandmother's House,4.4,223.0
Horror 101,5.9,174.0
Jack Goes Home,5.4,127.0
Death Weekend,5.8,7396.0
Nina Forever,8.0,152.0
Shepherd,5.4,991.0
Fear the Walking Dead: The Althea Tapes,8.2,189.0
Nattevagten - DÃ¦moner gÃ¥r i arv,7.1,325.0
Werewolf Women of the S.S.,6.5,84.0
976-EVIL,7.1,871.0
Tulpa - Perdizioni mortali,9.2,41.0
La casa con la scala nel buio,7.6,2650.0
Final Exam,6.4,386.0
Breaking at the Edge,6.1,551.0
Gangnam Zombie,7.8,1749.0
Mardi Gras Massacre,6.6,166.0
Bleach,6.4,4801.0
Sewu Dino,5.7,369.0
Dark Ride,4.4,935.0
Sleepaway Camp IV: The Survivor,7.6,124.0
Vacancy 2: The First Cut,6.3,514.0
Peripheral,6.5,4801.0
P.T.,7.9,157.0
American Guinea Pig: Bouquet of Guts and Gore,6.1,545.0
The Slayer,6.9,4801.0
Bride of the Monster,6.6,45.0
Portrait of God,8.2,410.0
Taste of Fear,4.5,4801.0
Head of the Family,5.8,1368.0
Clinton Road,8.2,127.0
La casa 4 (Witchcraft),5.4,311.0
Holistay,6.6,2915.0
Star Crystal,7.5,32.0
Kade Dade Diyan Kade Pote Diyan,5.2,119.0
13 exorcismos,6.4,616.0
The Call of Cthulhu,5.6,992.0
Contamination,6.8,480.0
Bit,6.0,587.0
Night Skies,6.5,4801.0
Dont Open Till Christmas,8.9,313.0
